Country People Capital Maintain PCR Tourism_type Optional1 Optional2 Optional3 Optional4
Japan 8628252 Minsk NorthAmerica 0 Excursion 31 Nature - - 
Georgia 3616593 Moscow SouthAmerica 0 Beach Autumn 38 19 46 
Japan 2503034 Odessa Antarctica 0 Sport Climb 234303 - - 
Russia 4324889 Minsk Africa 1 Excursion 60 Nature - - 
Australia 3747391 Zavolzhye Antarctica 0 Sport Climb 92152 - - 
China 9706511 Belgorod SouthAmerica 0 Beach Summer -11 8 110 
Japan 9570290 Humburg Europe 1 Excursion 4 History - - 
Ukraine 6590596 Honkong Asia 0 Excursion 4 Art - - 
Britain 4240865 Honkong Asia 0 Excursion 40 Nature - - 
Bulgary 6712482 Humburg NorthAmerica 1 Excursion 33 History - - 
Japan 7402308 Seul NorthAmerica 0 Beach Spring 36 25 64 
Britain 6880745 Humburg Oceania 0 Beach Spring -17 2 496 
Georgia 9561918 Odessa NorthAmerica 1 Beach Autumn 33 22 563 
Belarus 4608993 Odessa Africa 0 Excursion 60 Nature - - 
China 8694194 London Africa 1 Sport Climb 326400 - - 
Japan 3499363 Zavolzhye Asia 1 Sport Climb 735696 - - 
Georgia 1366638 Honkong Antarctica 1 Sport Climb 879805 - - 
Britain 1880422 London Antarctica 0 Sport Surfing 620256 - - 
Germany 1217042 Sochi NorthAmerica 1 Excursion 11 Nature - - 
Australia 9331986 Belgorod Oceania 0 Sport Climb 747439 - - 
Georgia 213347 Belgorod Oceania 1 Sport Climb 572491 - - 
USA 4215920 Odessa NorthAmerica 0 Beach Spring 33 1 538 
Russia 6664443 Moscow Africa 0 Beach Autumn 40 24 677 
Georgia 2611536 Seul NorthAmerica 1 Beach Autumn -26 19 540 
Japan 7389437 Sochi SouthAmerica 0 Excursion 94 History - - 
Ukraine 4872294 Minsk SouthAmerica 0 Excursion 56 Art - - 
Georgia 8750243 Humburg Asia 0 Beach Spring -27 21 453 
China 3218331 Honkong Africa 1 Sport Skiing 866113 - - 
Georgia 2598419 Colorado NorthAmerica 1 Beach Summer 9 25 295 
Georgia 4296761 Moscow SouthAmerica 1 Sport Climb 685025 - - 
China 6808585 Chelyabinsk Europe 1 Beach Winter -5 21 568 
Britain 9201437 London Africa 1 Sport Climb 900174 - - 
Britain 429734 Sochi Oceania 0 Beach Summer -13 12 639 
Bulgary 2297484 Colorado Africa 1 Sport Skiing 702502 - - 
Belarus 1079775 Sochi Oceania 0 Excursion 0 Art - - 
USA 6321830 Odessa Europe 1 Excursion 69 Nature - - 
Japan 1228146 Minsk Asia 1 Excursion 61 Nature - - 
Germany 2526432 Moscow NorthAmerica 0 Excursion 3 Art - - 
Georgia 7915409 Odessa Europe 0 Sport Climb 655887 - - 
Australia 7760420 Humburg SouthAmerica 0 Beach Autumn -18 3 342 
Britain 9522501 Belgorod Antarctica 1 Sport Skiing 44083 - - 
USA 7897771 Chelyabinsk Africa 0 Sport Surfing 179352 - - 
Georgia 7714154 Odessa Africa 0 Sport Climb 763273 - - 
USA 9407042 London NorthAmerica 1 Excursion 53 Nature - - 
Australia 6395266 Humburg Asia 0 Beach Winter 10 10 546 
Japan 5666538 Minsk NorthAmerica 1 Beach Winter 10 23 716 
Germany 2780601 Honkong NorthAmerica 1 Sport Skiing 268141 - - 
Georgia 8575889 Minsk Africa 0 Beach Summer 22 10 422 
China 9266019 London Oceania 0 Sport Surfing 364968 - - 
USA 3299088 Sochi Asia 1 Beach Summer 3 10 586 
Bulgary 636042 Belgorod Europe 0 Sport Climb 912037 - - 
China 9407760 Moscow Oceania 0 Beach Summer 40 19 147 
Britain 7885287 Sochi Europe 0 Beach Autumn 17 29 212 
Ukraine 4770358 Minsk Oceania 0 Excursion 36 History - - 
Japan 5798719 Honkong Antarctica 1 Sport Climb 915586 - - 
China 990299 Honkong Europe 0 Excursion 25 History - - 
Australia 5521639 Humburg Europe 1 Sport Skiing 2832 - - 
Belarus 9538832 Sochi Africa 0 Beach Autumn -4 11 570 
China 828701 Colorado NorthAmerica 0 Excursion 65 Art - - 
Germany 6220075 Seul SouthAmerica 0 Beach Autumn 21 26 498 
Japan 6375817 Colorado SouthAmerica 1 Excursion 50 History - - 
Russia 1406981 Belgorod Africa 1 Excursion 43 Art - - 
Georgia 5289228 London SouthAmerica 1 Sport Climb 116769 - - 
Ukraine 302004 Honkong SouthAmerica 0 Excursion 13 History - - 
Britain 7061093 Zavolzhye NorthAmerica 1 Sport Skiing 329316 - - 
Australia 7729828 Humburg Africa 1 Beach Winter 21 9 635 
Russia 6909187 Odessa NorthAmerica 1 Beach Winter 28 10 455 
Bulgary 6715244 Odessa Africa 0 Beach Spring -9 8 275 
China 237946 Honkong SouthAmerica 1 Excursion 22 History - - 
Germany 8439636 Odessa Asia 1 Sport Surfing 950638 - - 
Georgia 2322375 Chelyabinsk SouthAmerica 0 Excursion 76 Art - - 
Germany 9891068 Seul Europe 1 Excursion 81 History - - 
Bulgary 7267872 Humburg Asia 0 Sport Surfing 386534 - - 
China 7648041 Honkong Asia 0 Beach Winter -27 15 693 
Japan 7754365 Belgorod SouthAmerica 1 Excursion 77 History - - 
Georgia 8182391 Zavolzhye Africa 0 Excursion 93 Nature - - 
USA 5082068 Odessa Europe 0 Sport Skiing 708922 - - 
Germany 5537024 London Oceania 1 Sport Surfing 158123 - - 
China 9235358 Belgorod Africa 0 Beach Autumn -1 3 436 
Russia 838790 Zavolzhye Antarctica 1 Excursion 49 Nature - - 
Russia 2930918 Odessa SouthAmerica 0 Excursion 51 History - - 
Australia 4248717 Colorado Europe 1 Sport Skiing 795354 - - 
Australia 6770424 Moscow Europe 0 Sport Skiing 522057 - - 
Britain 6800850 Sochi Africa 0 Sport Skiing 417274 - - 
Russia 9088146 Honkong Antarctica 1 Sport Surfing 815159 - - 
Australia 7231697 Colorado Asia 1 Sport Surfing 284229 - - 
Georgia 6256767 London Antarctica 1 Sport Surfing 110948 - - 
Ukraine 2229457 Seul Africa 0 Excursion 46 Nature - - 
Bulgary 9763007 Seul Asia 0 Beach Spring -11 23 36 
Germany 9850746 Honkong Antarctica 1 Excursion 23 History - - 
Russia 8537069 Seul Antarctica 0 Beach Autumn -10 20 521 
Germany 4207242 Humburg NorthAmerica 0 Sport Climb 403323 - - 
Japan 9277860 Belgorod Europe 1 Beach Autumn 21 22 252 
Russia 5030922 Minsk Africa 0 Beach Spring 5 22 90 
China 1514886 Sochi SouthAmerica 1 Beach Spring 22 20 363 
Bulgary 8105544 Minsk Africa 1 Excursion 76 Art - - 
Russia 8997329 Colorado Oceania 1 Beach Summer 40 29 237 
Belarus 5631325 Odessa Asia 1 Beach Autumn 34 30 380 
USA 8487758 Humburg Antarctica 0 Sport Skiing 560427 - - 
Russia 9254000 Humburg Oceania 0 Beach Summer 2 18 62 
USA 3314233 Colorado Africa 0 Excursion 49 Art - - 
Ukraine 4806563 Honkong Europe 1 Beach Autumn 9 16 371 
USA 4278985 Chelyabinsk Asia 1 Excursion 100 History - - 
Britain 1575184 Humburg Asia 0 Beach Autumn -2 29 516 
Belarus 8386596 Moscow Antarctica 0 Sport Surfing 776513 - - 
Britain 7433632 Sochi Asia 1 Beach Winter 22 20 628 
Germany 7896187 Seul Asia 1 Beach Spring 35 0 612 
Britain 5269056 Zavolzhye Asia 1 Beach Winter 26 26 354 
Britain 9198902 Honkong Oceania 0 Beach Autumn 2 3 235 
Ukraine 3644925 Honkong Africa 0 Excursion 98 Art - - 
Belarus 5267776 London Asia 0 Sport Surfing 639263 - - 
China 843337 Seul Africa 0 Beach Winter 10 9 285 
Germany 6049959 Minsk SouthAmerica 1 Sport Climb 829880 - - 
Bulgary 437028 London SouthAmerica 1 Beach Spring 34 27 590 
Japan 7971218 London Europe 1 Sport Surfing 781023 - - 
Ukraine 290392 Humburg Europe 1 Excursion 84 Nature - - 
Japan 6258109 Minsk SouthAmerica 0 Beach Spring 22 9 488 
Japan 4807321 Moscow Africa 0 Beach Autumn -3 0 271 
Japan 3650474 Humburg Asia 0 Excursion 5 Nature - - 
Australia 66434 Chelyabinsk Asia 0 Sport Skiing 356678 - - 
China 5800563 Seul Africa 0 Excursion 55 History - - 
Georgia 7351876 Honkong Antarctica 0 Sport Surfing 219065 - - 
Russia 4738301 Minsk Antarctica 1 Beach Summer -12 4 504 
Bulgary 6330278 Moscow Oceania 1 Excursion 31 Nature - - 
USA 2172827 Moscow Antarctica 1 Excursion 13 Nature - - 
Belarus 7111952 Minsk Europe 0 Sport Skiing 134947 - - 
Ukraine 6729679 Colorado Oceania 1 Sport Surfing 861856 - - 
Germany 5924122 Chelyabinsk NorthAmerica 1 Excursion 76 History - - 
Japan 8009655 Honkong Antarctica 1 Beach Summer 29 18 645 
USA 1545754 Moscow NorthAmerica 1 Sport Skiing 862130 - - 
Germany 7825003 Minsk SouthAmerica 1 Sport Surfing 826351 - - 
Belarus 816978 Odessa Africa 0 Sport Climb 961442 - - 
Bulgary 6790127 Moscow Oceania 0 Beach Autumn -17 24 628 
USA 8987933 Minsk Europe 0 Excursion 48 Art - - 
Germany 8936592 Zavolzhye Asia 1 Sport Skiing 583968 - - 
Britain 8293155 Honkong SouthAmerica 1 Excursion 75 Art - - 
Japan 2466652 Zavolzhye NorthAmerica 1 Excursion 84 Nature - - 
Belarus 7293770 Minsk Antarctica 1 Excursion 32 Art - - 
Russia 2462980 Odessa SouthAmerica 0 Sport Climb 803852 - - 
Britain 8567275 Seul NorthAmerica 0 Sport Skiing 822208 - - 
Russia 7757481 Zavolzhye Oceania 0 Sport Climb 438949 - - 
Ukraine 117961 Humburg Oceania 0 Excursion 79 History - - 
Japan 4087376 Zavolzhye Asia 1 Sport Climb 476818 - - 
USA 9225886 Colorado Africa 0 Beach Autumn 10 27 666 
Japan 1124874 Odessa Europe 0 Beach Summer -26 12 515 
Germany 4798053 Moscow Asia 0 Excursion 77 Art - - 
Ukraine 9695529 Honkong SouthAmerica 1 Sport Surfing 757664 - - 
Russia 3500030 Humburg Europe 0 Beach Autumn -28 22 449 
USA 6723777 Humburg Antarctica 1 Excursion 74 Nature - - 
Russia 5193258 Honkong Antarctica 1 Sport Skiing 483961 - - 
Germany 2102886 Moscow Oceania 1 Sport Climb 724845 - - 
China 676945 Belgorod Antarctica 1 Beach Summer 30 10 453 
Britain 7616194 London Europe 1 Sport Skiing 959957 - - 
Germany 9858449 Sochi Antarctica 1 Sport Surfing 356047 - - 
Belarus 872896 Odessa Europe 1 Beach Autumn -7 10 209 
Ukraine 1195914 Chelyabinsk Asia 1 Beach Autumn 5 8 566 
Japan 2556814 Belgorod SouthAmerica 0 Sport Surfing 169699 - - 
Ukraine 9779131 Humburg NorthAmerica 1 Sport Surfing 82101 - - 
Bulgary 1992733 Honkong SouthAmerica 0 Excursion 58 History - - 
Bulgary 7256027 Seul Oceania 0 Beach Autumn -16 29 654 
Japan 5927292 Zavolzhye SouthAmerica 1 Sport Climb 944301 - - 
Germany 7037689 Minsk Africa 1 Excursion 79 Nature - - 
Germany 8489257 Minsk NorthAmerica 0 Excursion 4 Art - - 
Belarus 2484852 Odessa NorthAmerica 0 Excursion 25 Art - - 
China 8902713 London SouthAmerica 0 Beach Winter 39 22 115 
Russia 9624764 London Oceania 0 Sport Skiing 656541 - - 
Russia 1676472 Sochi Africa 1 Sport Climb 752717 - - 
USA 6904421 Seul NorthAmerica 1 Excursion 6 Nature - - 
Ukraine 5793206 Sochi Africa 1 Beach Autumn -4 20 21 
Bulgary 5607094 Chelyabinsk Antarctica 1 Beach Summer 24 9 17 
Bulgary 319377 Chelyabinsk SouthAmerica 1 Sport Skiing 467188 - - 
Britain 4402838 Seul Oceania 0 Excursion 6 Nature - - 
Georgia 1582136 Moscow NorthAmerica 0 Beach Autumn -26 24 31 
Russia 5248434 Zavolzhye Oceania 0 Beach Spring -15 27 150 
Britain 5256180 Humburg Antarctica 1 Sport Climb 298331 - - 
Germany 3379911 Chelyabinsk Europe 0 Sport Climb 168813 - - 
Russia 7313368 Minsk Antarctica 0 Sport Climb 162360 - - 
Japan 9828602 Zavolzhye Africa 1 Excursion 10 Art - - 
Britain 5430316 Seul Antarctica 0 Sport Skiing 639595 - - 
USA 4011704 Moscow Asia 0 Beach Spring 23 19 306 
USA 6735856 London Europe 1 Excursion 4 Art - - 
Belarus 8387315 Chelyabinsk Africa 0 Beach Autumn -4 22 476 
Belarus 2810221 London Antarctica 0 Excursion 9 History - - 
Japan 6655189 Seul Oceania 1 Sport Surfing 191463 - - 
Russia 764271 Colorado Oceania 1 Beach Autumn 2 28 168 
Britain 8722997 Odessa Antarctica 1 Excursion 18 Nature - - 
Bulgary 3038837 Honkong Asia 0 Beach Spring 28 9 523 
Bulgary 4172129 Minsk Africa 0 Beach Autumn 28 14 567 
China 6119252 Odessa Asia 1 Excursion 81 Nature - - 
Georgia 5506962 Minsk Antarctica 0 Sport Climb 193416 - - 
Japan 7788396 Odessa Asia 0 Beach Summer 1 0 174 
Japan 817316 Sochi Africa 1 Beach Autumn -14 4 205 
Japan 9829747 Colorado Africa 1 Sport Surfing 145875 - - 
Japan 1735623 Sochi SouthAmerica 0 Excursion 6 History - - 
Britain 9356196 Belgorod SouthAmerica 1 Sport Climb 246975 - - 
Georgia 8991834 Moscow Antarctica 0 Sport Climb 388258 - - 
Germany 2573724 Honkong Antarctica 1 Sport Skiing 696040 - - 
Georgia 928525 Honkong Antarctica 1 Beach Autumn -23 1 569 
Ukraine 7389621 Minsk SouthAmerica 0 Beach Spring -26 10 235 
Belarus 3285028 Odessa NorthAmerica 0 Beach Spring 13 29 683 
Britain 6037259 Moscow Antarctica 0 Sport Surfing 212538 - - 
Germany 1001649 Minsk NorthAmerica 0 Excursion 31 History - - 
Belarus 2699960 Honkong SouthAmerica 1 Sport Skiing 787508 - - 
Bulgary 4028589 Moscow Antarctica 1 Beach Spring 25 18 167 
Georgia 4529290 Belgorod Antarctica 0 Sport Surfing 442319 - - 
Georgia 1568795 London Africa 1 Beach Spring -12 8 189 
Russia 7726317 Chelyabinsk Antarctica 1 Excursion 88 History - - 
Germany 8458584 Colorado Africa 1 Beach Spring -23 0 296 
Australia 4200290 London Europe 1 Excursion 10 Art - - 
Bulgary 2253807 London Asia 1 Excursion 41 Art - - 
USA 5957388 Moscow Antarctica 1 Excursion 89 Art - - 
Ukraine 3255229 Chelyabinsk SouthAmerica 0 Excursion 65 Nature - - 
Ukraine 7531067 Sochi NorthAmerica 0 Sport Surfing 538608 - - 
Britain 8483558 Humburg Africa 1 Excursion 6 Art - - 
China 3159592 Honkong Antarctica 0 Sport Skiing 416880 - - 
Georgia 9383561 Minsk Europe 0 Beach Winter 13 3 437 
Japan 1054887 London Europe 1 Excursion 18 Art - - 
Japan 2800896 Belgorod Europe 0 Beach Spring -8 25 220 
Britain 4561456 Humburg Asia 0 Sport Surfing 737682 - - 
Georgia 5459779 Seul Asia 0 Beach Summer 1 10 547 
Belarus 8690305 Humburg Africa 1 Beach Autumn 30 0 346 
Georgia 7071515 Moscow Oceania 1 Sport Skiing 607319 - - 
USA 5065060 Chelyabinsk Antarctica 1 Sport Surfing 980298 - - 
Georgia 5907851 Sochi SouthAmerica 0 Sport Climb 594833 - - 
China 9238471 Humburg Africa 0 Beach Winter 22 27 431 
Japan 3876740 Zavolzhye Antarctica 0 Sport Skiing 644510 - - 
Belarus 7869044 Minsk NorthAmerica 0 Beach Autumn 21 6 550 
Japan 2415469 Humburg Antarctica 1 Excursion 52 Art - - 
Britain 4060206 Odessa Antarctica 0 Sport Surfing 247368 - - 
Australia 691468 Seul Europe 1 Sport Climb 859719 - - 
Belarus 2465258 Chelyabinsk Asia 0 Excursion 7 Nature - - 
Russia 2967688 Minsk Africa 1 Excursion 91 History - - 
Japan 1987287 Odessa Africa 1 Excursion 3 Art - - 
Germany 1757192 Colorado Europe 0 Beach Summer -30 22 216 
Belarus 9352348 Humburg Asia 0 Excursion 95 Art - - 
China 4854023 Belgorod Antarctica 1 Beach Summer -10 3 118 
Georgia 8675686 London Asia 0 Beach Winter -6 23 139 
China 3012698 Humburg SouthAmerica 0 Sport Surfing 939658 - - 
Georgia 592625 Zavolzhye Oceania 0 Sport Climb 171629 - - 
Germany 9037966 Chelyabinsk NorthAmerica 0 Excursion 16 History - - 
Russia 3148043 Colorado NorthAmerica 0 Excursion 82 History - - 
USA 2715492 Seul Africa 0 Sport Skiing 422240 - - 
USA 9240283 Colorado NorthAmerica 1 Sport Surfing 87399 - - 
Ukraine 385734 Odessa Europe 0 Beach Winter 31 11 290 
Bulgary 7652517 Odessa Asia 0 Excursion 70 Art - - 
Bulgary 6218363 Sochi Asia 0 Beach Winter 13 0 384 
Britain 7326142 Seul Africa 0 Sport Climb 659579 - - 
China 161661 Moscow NorthAmerica 0 Sport Skiing 569070 - - 
Japan 3442535 Sochi Europe 1 Excursion 49 Nature - - 
China 315512 Belgorod NorthAmerica 0 Sport Skiing 297899 - - 
Britain 6917881 London Asia 0 Excursion 97 History - - 
USA 681585 Seul Europe 1 Beach Autumn 15 17 609 
Bulgary 706774 Moscow Africa 1 Excursion 52 Nature - - 
Britain 7833299 Zavolzhye NorthAmerica 0 Beach Spring 29 30 371 
Germany 6861052 Sochi Asia 0 Sport Skiing 585108 - - 
Australia 6973232 Zavolzhye Oceania 1 Beach Spring 0 1 149 
Georgia 2941016 Honkong SouthAmerica 0 Beach Autumn -19 16 514 
Japan 6699422 Minsk Europe 1 Excursion 80 Art - - 
Ukraine 3446968 Odessa Asia 1 Excursion 8 Nature - - 
Georgia 1238944 Zavolzhye SouthAmerica 0 Excursion 11 Nature - - 
Japan 784032 Moscow Europe 1 Sport Climb 689029 - - 
Germany 9153922 Belgorod Asia 0 Excursion 74 History - - 
Japan 1116800 Sochi SouthAmerica 0 Sport Surfing 804161 - - 
Australia 8769395 Belgorod Asia 1 Sport Skiing 128311 - - 
Georgia 264032 Chelyabinsk Africa 0 Excursion 39 Art - - 
Belarus 9815337 Seul NorthAmerica 1 Sport Surfing 109157 - - 
Georgia 3531002 Humburg Africa 1 Excursion 19 Nature - - 
Germany 6104375 Chelyabinsk Oceania 0 Excursion 68 Art - - 
Germany 169104 Colorado SouthAmerica 0 Sport Skiing 98039 - - 
Japan 9418990 Minsk NorthAmerica 1 Beach Summer 10 30 265 
USA 1435059 Minsk SouthAmerica 1 Sport Climb 520202 - - 
Bulgary 1769765 London SouthAmerica 1 Beach Winter -17 14 364 
Ukraine 6922883 Odessa Europe 1 Excursion 76 Art - - 
Ukraine 8142893 Chelyabinsk NorthAmerica 0 Excursion 93 History - - 
Bulgary 8200883 Moscow Antarctica 1 Excursion 91 Nature - - 
Belarus 4822685 Zavolzhye Asia 0 Sport Surfing 754149 - - 
Japan 96174 Belgorod NorthAmerica 0 Beach Autumn 36 11 357 
Georgia 1314681 Zavolzhye NorthAmerica 1 Sport Surfing 942035 - - 
Belarus 6371522 Zavolzhye Asia 0 Beach Autumn -12 25 622 
Japan 3357603 Seul SouthAmerica 1 Beach Autumn 14 25 284 
Bulgary 3112122 Humburg Europe 1 Sport Climb 827832 - - 
Russia 3700721 Colorado Antarctica 0 Sport Surfing 243372 - - 
Georgia 4585762 Honkong Antarctica 1 Beach Winter 11 18 281 
Australia 3545425 Sochi Oceania 0 Beach Spring 28 24 516 
USA 967234 Sochi Oceania 0 Excursion 0 History - - 
Britain 2519659 London Africa 0 Beach Autumn 33 26 591 
Georgia 1142374 Sochi SouthAmerica 0 Sport Surfing 923683 - - 
Germany 4033637 Moscow Antarctica 1 Excursion 95 Nature - - 
Australia 3038304 Zavolzhye Europe 1 Beach Spring -2 18 464 
China 1126371 Colorado Oceania 0 Sport Surfing 302042 - - 
Britain 2760559 Zavolzhye Asia 0 Beach Winter -24 6 465 
Russia 4760516 Moscow Oceania 1 Excursion 24 Nature - - 
Ukraine 2830112 Chelyabinsk SouthAmerica 0 Excursion 58 Nature - - 
Belarus 8291194 Humburg Europe 0 Excursion 57 Art - - 
Ukraine 7456921 Colorado Antarctica 0 Beach Winter 20 4 435 
Australia 6886601 Humburg Antarctica 0 Beach Winter 28 27 411 
USA 811185 Chelyabinsk Antarctica 0 Sport Climb 299123 - - 
USA 3091989 Seul Africa 0 Sport Skiing 562427 - - 
USA 4062457 Minsk Asia 0 Beach Winter 20 14 0 
Germany 129712 London Oceania 0 Sport Skiing 76253 - - 
Belarus 2553349 Moscow Antarctica 1 Sport Surfing 89791 - - 
China 4218794 Sochi Europe 1 Sport Skiing 514859 - - 
Bulgary 4518034 Zavolzhye NorthAmerica 1 Sport Skiing 893693 - - 
USA 3178372 London Asia 0 Beach Autumn 9 16 68 
Belarus 9024462 Belgorod SouthAmerica 1 Excursion 49 Art - - 
Germany 3795532 Minsk Oceania 1 Excursion 57 History - - 
USA 6763329 Minsk Africa 1 Sport Skiing 775018 - - 
Ukraine 6963390 Belgorod Oceania 1 Sport Surfing 603596 - - 
China 5190176 Sochi Africa 1 Beach Autumn 1 2 457 
Russia 8653632 Humburg Oceania 0 Excursion 34 Art - - 
Germany 1324328 Moscow Africa 1 Sport Climb 840731 - - 
Bulgary 8173651 Seul Oceania 1 Sport Climb 549146 - - 
Japan 9363834 Minsk NorthAmerica 0 Sport Skiing 921209 - - 
China 3565896 Minsk Asia 1 Sport Surfing 282208 - - 
USA 9759122 London Antarctica 1 Sport Surfing 354041 - - 
China 6681492 Colorado Antarctica 1 Sport Climb 296681 - - 
Japan 5114562 Moscow Asia 1 Beach Autumn -22 14 45 
Russia 8255648 Zavolzhye Asia 0 Beach Winter 17 26 86 
Australia 748624 Moscow Asia 1 Excursion 69 Art - - 
Russia 2584514 Honkong Europe 1 Beach Summer 6 25 369 
Bulgary 5235421 Seul SouthAmerica 1 Excursion 21 Nature - - 
Russia 8129219 Moscow NorthAmerica 0 Beach Summer -28 3 143 
China 2142603 Seul NorthAmerica 0 Sport Climb 689303 - - 
Belarus 3562699 Minsk Africa 1 Excursion 89 Art - - 
Ukraine 731170 Belgorod Asia 1 Beach Spring -28 18 170 
Russia 4449266 Odessa Oceania 0 Sport Skiing 855575 - - 
Ukraine 720269 Moscow Asia 1 Excursion 93 History - - 
Bulgary 5009441 Seul Europe 1 Sport Surfing 408925 - - 
Germany 1251371 Minsk NorthAmerica 0 Excursion 59 Art - - 
Bulgary 9913066 Odessa Oceania 0 Excursion 90 Nature - - 
China 7729041 Belgorod Oceania 0 Beach Autumn 38 5 164 
Russia 6560601 Minsk Africa 0 Beach Winter -11 16 476 
Japan 2366320 Honkong SouthAmerica 1 Sport Skiing 51748 - - 
Germany 3377373 Seul Asia 0 Beach Autumn 28 13 523 
China 6499853 London NorthAmerica 0 Sport Climb 5050 - - 
Australia 2034434 Humburg Oceania 1 Sport Climb 293351 - - 
USA 3464333 Chelyabinsk NorthAmerica 0 Excursion 0 Nature - - 
Britain 6289709 Belgorod Antarctica 1 Sport Surfing 840183 - - 
Japan 7253106 Odessa Europe 0 Sport Skiing 334075 - - 
Australia 4759391 Belgorod SouthAmerica 1 Beach Summer 18 11 351 
Germany 4188658 Colorado Asia 0 Beach Spring 33 15 449 
Belarus 5772601 Sochi SouthAmerica 0 Sport Surfing 164145 - - 
USA 2334036 Chelyabinsk Asia 0 Beach Summer 37 26 133 
Belarus 3192107 Belgorod Africa 0 Excursion 13 Art - - 
Ukraine 6185128 Odessa Africa 0 Excursion 96 Art - - 
USA 8446566 Chelyabinsk Europe 0 Beach Spring -30 12 537 
Belarus 6261601 Moscow Europe 0 Beach Summer 5 27 444 
Belarus 1013177 Seul Oceania 1 Excursion 84 Art - - 
Britain 4553030 Chelyabinsk Africa 0 Sport Climb 814221 - - 
China 4748483 Humburg Antarctica 0 Sport Surfing 768485 - - 
Japan 7957825 London NorthAmerica 1 Excursion 4 Art - - 
Ukraine 3698247 Honkong Asia 0 Sport Surfing 268512 - - 
China 8973673 Honkong Antarctica 1 Beach Winter 23 20 509 
USA 2520304 Sochi Asia 1 Sport Climb 595745 - - 
Britain 685604 Colorado Europe 0 Excursion 17 History - - 
Germany 7513746 Humburg Europe 1 Sport Skiing 627218 - - 
USA 8985944 Humburg Oceania 1 Beach Winter 22 15 178 
Ukraine 9987887 Minsk Africa 0 Beach Autumn -4 25 246 
Japan 3195544 Sochi Asia 0 Beach Spring 14 18 695 
Japan 2847660 Honkong Oceania 1 Beach Summer 8 30 117 
Australia 3166939 Humburg Oceania 0 Beach Summer -30 4 596 
Ukraine 239189 Moscow Oceania 0 Beach Autumn -24 7 97 
USA 8339349 Minsk Europe 0 Excursion 87 Nature - - 
Australia 6284959 Sochi Asia 0 Excursion 91 Nature - - 
China 8825994 Humburg SouthAmerica 1 Sport Climb 437698 - - 
Australia 5417154 Zavolzhye Asia 0 Beach Autumn 40 5 405 
Georgia 449400 Belgorod Oceania 1 Sport Skiing 413223 - - 
China 4692232 Humburg Europe 0 Excursion 29 Art - - 
Australia 6767229 Honkong Oceania 1 Sport Skiing 980347 - - 
Germany 2061230 Zavolzhye Europe 1 Excursion 33 Art - - 
Japan 4886327 Moscow Antarctica 1 Excursion 97 Nature - - 
China 6278627 Belgorod Antarctica 0 Beach Winter -11 22 674 
Georgia 160861 Belgorod Asia 0 Beach Spring 21 8 440 
Bulgary 2611345 Belgorod Asia 1 Beach Spring -18 6 2 
USA 9340949 Humburg NorthAmerica 0 Beach Spring -16 25 650 
Germany 6871888 Zavolzhye NorthAmerica 0 Sport Surfing 229369 - - 
Belarus 7548586 Colorado Europe 0 Beach Winter 2 28 119 
USA 4202332 Seul Asia 0 Excursion 96 Nature - - 
Germany 5844251 Zavolzhye Oceania 0 Beach Autumn 2 5 433 
Belarus 741496 Sochi Asia 1 Sport Skiing 402092 - - 
Russia 4578459 Zavolzhye Oceania 1 Sport Climb 573321 - - 
China 3304622 Belgorod NorthAmerica 0 Excursion 10 Nature - - 
Japan 4318537 Moscow Antarctica 1 Sport Climb 379562 - - 
China 4468994 London Oceania 0 Beach Spring -4 20 577 
Ukraine 4992459 Humburg NorthAmerica 0 Beach Autumn 9 19 325 
Britain 4969042 London Africa 0 Excursion 26 History - - 
Georgia 5324516 Colorado Europe 0 Sport Skiing 935290 - - 
Germany 2263942 Zavolzhye Europe 1 Beach Autumn 37 14 417 
Germany 6041151 Zavolzhye Europe 0 Sport Skiing 304601 - - 
China 3883817 Moscow Africa 1 Excursion 26 Nature - - 
China 7806609 Belgorod Europe 1 Beach Winter -4 12 132 
Britain 7112069 Honkong SouthAmerica 0 Excursion 87 Art - - 
Britain 6479362 Seul Africa 0 Excursion 30 Art - - 
Russia 692895 London SouthAmerica 1 Excursion 91 History - - 
China 7967413 Sochi Africa 0 Sport Surfing 657053 - - 
USA 9510382 Moscow Africa 1 Sport Climb 169781 - - 
USA 1972526 Odessa Oceania 0 Excursion 21 History - - 
Australia 7020441 Odessa Africa 1 Excursion 84 History - - 
Japan 3207465 Sochi Africa 0 Beach Autumn 35 8 541 
China 3771145 Moscow Europe 0 Sport Surfing 668125 - - 
China 7637799 Moscow Asia 1 Beach Summer -2 20 508 
Australia 3094846 Humburg Africa 1 Beach Winter 30 30 388 
USA 7044670 Moscow Europe 0 Excursion 48 Nature - - 
Ukraine 7093206 Moscow Oceania 0 Sport Climb 772250 - - 
Georgia 8978018 Sochi SouthAmerica 0 Beach Autumn 14 0 357 
Britain 207532 Minsk Africa 1 Excursion 72 Art - - 
Ukraine 5369736 London Antarctica 0 Beach Summer -30 20 326 
Bulgary 5136359 Zavolzhye Oceania 0 Sport Climb 747265 - - 
Ukraine 6481510 London Europe 1 Beach Spring 17 10 80 
Belarus 7834286 Belgorod Antarctica 0 Excursion 62 History - - 
Belarus 5498731 Seul Oceania 1 Excursion 88 Nature - - 
Ukraine 4484326 Chelyabinsk Asia 1 Excursion 36 Nature - - 
